NCBI accession,GTDB accession,GTDB taxonomy,NCBI FTP path
GCF_003967195.1,RS_GCF_003967195.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AKS1;f__AKS1;g__Sulfuriflexus;s__Sulfuriflexus mobilis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/195/GCF_003967195.1_ASM396719v1
GCF_003967275.1,RS_GCF_003967275.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Sulfuritortus;s__Sulfuritortus calidifontis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/275/GCF_003967275.1_ASM396727v1
GCF_003970675.1,RS_GCF_003970675.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga pectinis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/675/GCF_003970675.1_ASM397067v1
GCF_001664385.1,RS_GCF_003985125.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium phaseoli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/385/GCF_001664385.1_ASM166438v1
GCF_003991135.1,RS_GCF_003991135.1,d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__DY22613;f__DY22613;g__Anoxybacter;s__Anoxybacter fermentans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/135/GCF_003991135.1_ASM399113v1
GCF_003991425.1,RS_GCF_003991425.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A;s__Paenibacillus_A lutimineralis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/425/GCF_003991425.1_ASM399142v1
GCF_003991565.1,RS_GCF_003991565.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/565/GCF_003991565.1_ASM399156v1
GCF_003991875.1,RS_GCF_003991875.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium lemovicicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/875/GCF_003991875.1_ASM399187v1
GCF_003991975.1,RS_GCF_003991975.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Entomomonas;s__Entomomonas moraniae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/975/GCF_003991975.1_ASM399197v1
GCF_004000605.1,RS_GCF_004000605.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Glycocaulis;s__Glycocaulis alkaliphilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/000/605/GCF_004000605.1_ASM400060v1
GCF_004001245.1,RS_GCF_004001245.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__Sulfurivermis;s__Sulfurivermis fontis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/245/GCF_004001245.1_ASM400124v1
GCF_004001325.1,RS_GCF_004001325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus aquaedulcis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/001/325/GCF_004001325.1_ASM400132v1
GCF_004006175.1,RS_GCF_004006175.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Parasedimentitalea;s__Parasedimentitalea marina,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/175/GCF_004006175.1_ASM400617v1
GCF_003019715.1,RS_GCF_004006635.1,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C necrophorum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/715/GCF_003019715.1_ASM301971v1
GCF_004010955.1,RS_GCF_004010955.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp004010955,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/955/GCF_004010955.1_ASM401095v1
GCF_004011095.1,RS_GCF_004011095.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter;s__Rathayibacter rathayi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/095/GCF_004011095.1_ASM401109v1
GCF_009834205.1,RS_GCF_004011135.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter;s__Rathayibacter festucae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/205/GCF_009834205.1_ASM983420v1
GCF_004014775.2,RS_GCF_004014775.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter oryzoeni,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/775/GCF_004014775.2_ASM401477v2
GCF_004014855.1,RS_GCF_004014855.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__Apibacter raozihei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/855/GCF_004014855.1_ASM401485v1
GCF_004022565.1,RS_GCF_004022565.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas_C;s__Pusillimonas_C sp004022565,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/565/GCF_004022565.1_ASM402256v1
GCF_004028235.1,RS_GCF_004028235.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp000349545,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1
GCF_004028275.1,RS_GCF_004028275.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio thermophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/275/GCF_004028275.1_ASM402827v1
GCF_004087915.1,RS_GCF_004087915.1,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Denitrovibrionaceae;g__Geovibrio;s__Geovibrio thiophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/087/915/GCF_004087915.1_ASM408791v1
GCF_004101785.1,RS_GCF_004101785.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae;g__Gudongella;s__Gudongella oleilytica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/785/GCF_004101785.1_ASM410178v1
GCF_004101845.1,RS_GCF_004101845.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus curvatus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/845/GCF_004101845.1_ASM410184v1
GCF_004102045.2,RS_GCF_004102045.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Oenococcus;s__Oenococcus sicerae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/045/GCF_004102045.2_ASM410204v2
GCF_900324035.1,RS_GCF_004114425.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium vignae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/035/GCF_900324035.1_BRAD3257
GCF_004114895.1,RS_GCF_004114895.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium pelargi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/895/GCF_004114895.1_ASM411489v1
GCF_004114915.1,RS_GCF_004114915.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium guangxiense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/915/GCF_004114915.1_ASM411491v1
GCF_004114935.1,RS_GCF_004114935.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium zhanjiangense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/935/GCF_004114935.1_ASM411493v1
GCF_004114955.1,RS_GCF_004114955.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium guangzhouense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/955/GCF_004114955.1_ASM411495v1
GCF_004114975.1,RS_GCF_004114975.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium guangdongense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/975/GCF_004114975.1_ASM411497v1
GCF_014069315.1,RS_GCF_004115745.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus suantsaii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/069/315/GCF_014069315.1_ASM1406931v1
GCF_003667885.1,RS_GCF_004116955.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus vallismortis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/885/GCF_003667885.1_ASM366788v1
GCF_004117055.1,RS_GCF_004117055.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus agri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/055/GCF_004117055.1_ASM411705v1
GCF_000767275.2,RS_GCF_004117075.1,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium changbaicum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/275/GCF_000767275.2_ASM76727v3
GCF_002762335.1,RS_GCF_004117915.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus metriopterae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/335/GCF_002762335.1_ASM276233v1
GCF_004124235.1,RS_GCF_004124235.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia hibernica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/235/GCF_004124235.1_ASM412423v1
GCF_004135285.1,RS_GCF_004135285.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium protaetiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/285/GCF_004135285.1_ASM413528v1
GCF_004135345.1,RS_GCF_004135345.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Xylanimonas;s__Xylanimonas allomyrinae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/345/GCF_004135345.1_ASM413534v1
GCF_004135365.1,RS_GCF_004135365.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_C;s__Paenibacillus_C protaetiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/365/GCF_004135365.1_ASM413536v1
GCF_004135405.1,RS_GCF_004135405.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces protaetiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/405/GCF_004135405.1_ASM413540v1
GCF_004135935.1,RS_GCF_004135935.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__Methylovirgula ligni,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/935/GCF_004135935.1_ASM413593v1
GCF_004135975.1,RS_GCF_004135975.1,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Solidesulfovibrio;s__Solidesulfovibrio carbinolicus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/975/GCF_004135975.1_ASM413597v1
GCF_001021915.1,RS_GCF_004136375.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/915/GCF_001021915.1_ASM102191v1
GCF_004168365.1,RS_GCF_004168365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Pseudolysobacter;s__Pseudolysobacter antarcticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/168/365/GCF_004168365.1_ASM416836v1
GCF_004208415.1,RS_GCF_004208415.1,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonosporobacter;s__Ktedonosporobacter rubrisoli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/415/GCF_004208415.1_ASM420841v1
GCF_004208635.1,RS_GCF_004208635.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter triazinivorans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/635/GCF_004208635.1_ASM420863v1
GCF_004214795.1,RS_GCF_004214795.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter pacificus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/214/795/GCF_004214795.1_ASM421479v1
GCF_000091785.1,RS_GCF_004283175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella longbeachae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/785/GCF_000091785.1_ASM9178v1
GCF_004293625.1,RS_GCF_004293625.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus indica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/293/625/GCF_004293625.1_ASM429362v1
GCF_004295125.1,RS_GCF_004295125.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/125/GCF_004295125.1_ASM429512v1
GCF_004295345.1,RS_GCF_004295345.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella maritima,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/345/GCF_004295345.1_ASM429534v1
GCF_004295585.1,RS_GCF_004295585.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__Cohnella abietis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/585/GCF_004295585.1_ASM429558v1
GCF_004295645.1,RS_GCF_004295645.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Limnobaculum;s__Limnobaculum sp004295645,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/645/GCF_004295645.1_ASM429564v1
GCF_004295665.1,RS_GCF_004295665.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Litorilituus;s__Litorilituus sediminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/665/GCF_004295665.1_ASM429566v1
GCF_004299785.2,RS_GCF_004299785.2,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter porcinus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/785/GCF_004299785.2_ASM429978v2
GCF_004300825.1,RS_GCF_004300825.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Egicoccus;s__Egicoccus halophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/300/825/GCF_004300825.1_ASM430082v1
GCF_004322755.1,RS_GCF_004322755.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella albidiflava,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/755/GCF_004322755.1_ASM432275v1
GCF_004322855.1,RS_GCF_004322855.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Euzebyales;f__Egibacteraceae;g__Egibacter;s__Egibacter rhizosphaerae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/855/GCF_004322855.1_ASM432285v1
GCF_004331955.1,RS_GCF_004331955.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Roseitalea;s__Roseitalea porphyridii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/955/GCF_004331955.1_ASM433195v1
GCF_002220155.1,RS_GCF_004339665.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter chroococcum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/155/GCF_002220155.1_ASM222015v1
GCF_000439735.1,RS_GCF_004342115.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/735/GCF_000439735.1_ASM43973v1
GCF_002998535.1,RS_GCF_004342845.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/535/GCF_002998535.1_ASM299853v1
GCF_000007085.1,RS_GCF_004345675.1,d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/085/GCF_000007085.1_ASM708v1
GCF_000521725.1,RS_GCF_004346205.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/725/GCF_000521725.1_ASM52172v1
GCF_007954785.1,RS_GCF_004354555.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/785/GCF_007954785.1_ASM795478v1
GCF_004355185.1,RS_GCF_004355185.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter sp004355185,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/185/GCF_004355185.1_ASM435518v1
GCF_004355225.1,RS_GCF_004355225.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium nackdongense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/225/GCF_004355225.1_ASM435522v1
GCF_004358325.1,RS_GCF_004358325.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella_A;s__Weissella_A cryptocerci,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/325/GCF_004358325.1_ASM435832v1
GCF_004358345.1,RS_GCF_004358345.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Parashewanella;s__Parashewanella spongiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/345/GCF_004358345.1_ASM435834v1
GCF_004358425.1,RS_GCF_004358425.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__Qipengyuania sediminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/425/GCF_004358425.1_ASM435842v1
GCF_004358445.1,RS_GCF_004358445.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Parashewanella;s__Parashewanella tropica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/445/GCF_004358445.1_ASM435844v1
GCF_004359375.1,RS_GCF_004359375.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Acetilactobacillus;s__Acetilactobacillus jinshanensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/359/375/GCF_004359375.1_ASM435937v1
GCF_000816845.1,RS_GCF_004365425.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium azibense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/845/GCF_000816845.1_ASM81684v1
GCF_001870665.2,RS_GCF_004366635.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter bogoriensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/665/GCF_001870665.2_ASM187066v2
GCF_004367585.1,RS_GCF_004367585.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Paenisporosarcina;s__Paenisporosarcina antarctica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/585/GCF_004367585.1_ASM436758v1
GCF_004367745.1,RS_GCF_004367745.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/745/GCF_004367745.1_ASM436774v1
GCF_000011145.1,RS_GCF_004376175.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Bacillus_M;s__Bacillus_M halodurans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/145/GCF_000011145.1_ASM1114v1
GCF_004421105.1,RS_GCF_004421105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__Nitrosococcus;s__Nitrosococcus wardiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/421/105/GCF_004421105.1_ASM442110v1
GCF_007362135.1,RS_GCF_004519295.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulosimicrobium;s__Cellulosimicrobium funkei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/362/135/GCF_007362135.1_ASM736213v1
GCF_004526345.1,RS_GCF_004526345.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus flavus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/345/GCF_004526345.1_ASM452634v1
GCF_004564075.1,RS_GCF_004564075.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sediminis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/075/GCF_004564075.1_ASM456407v1
GCF_004564355.1,RS_GCF_004564355.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium wangchenii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/355/GCF_004564355.1_ASM456435v1
GCF_004564375.1,RS_GCF_004564375.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides euryhalodurans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/375/GCF_004564375.1_ASM456437v1
GCF_004564155.1,RS_GCF_004571175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_D;s__Legionella_D israelensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/155/GCF_004564155.1_ASM456415v1
GCF_004683865.2,RS_GCF_004683865.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus liaowanqingii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/683/865/GCF_004683865.2_ASM468386v2
GCF_004683965.1,RS_GCF_004683965.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides seonyuensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/683/965/GCF_004683965.1_ASM468396v1
GCF_004684245.1,RS_GCF_004684245.1,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caldilimi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/245/GCF_004684245.1_ASM468424v1
